-3.276772359043506100e+01,-3.533007254616641113e+00,1.563197808755423779e+01,-2.676579761154135095e+00,2.054422388254309695e+01,-1.040507836668624719e+01,-8.285311322307782333e-01,5.237069533658433862e+00,-1.269799113371997024e+00,5.360570590786601919e+00,-1.031509667985087830e+01,-7.446022238842752161e-01,5.244810062454886790e+00,-1.131459666862604685e+00,5.493970662184209708e+00,-2.634681264435645787e+01,-4.208203440982313026e+00,-1.145947907672438859e+01,-7.963556135374075251e-02,1.273073628919848588e+01,4.744235179489752596e+00,-2.939866737564686971e+00,3.578760252614394943e+01,2.794493868326029862e+00,5.943183137321819132e-01,-8.518489886576441350e+00,-1.025834231682551945e+00,-2.973558001051845867e+00,-9.016530021618092416e-02,3.798546262939585194e+00,1.521256532199780631e+00,2.829439723127700201e-01,1.158517175161494528e+01,7.846854948506148952e-01,8.711441562631695029e-03,-8.579364385709704166e+00,-1.041957975700025019e+00,-3.145675324489138447e+00,7.080587790353549960e-02,3.902424533490139513e+00,1.524897952084487640e+00,2.440491888325364567e-01,1.153382149766166620e+01,7.100780394812817864e-01,-2.725154603122753247e-02
-3.337766521575736789e+01,-4.502989689603413836e+00,1.562371095285836553e+01,-2.368474412700184217e+00,2.146357941326486696e+01,-1.051725437679032105e+01,-9.346107929522869950e-01,5.294362296452151284e+00,-1.116670578001917713e+00,5.637028177161977460e+00,-1.030755704981550736e+01,-8.526449240014379871e-01,5.070844290721854719e+00,-1.114985306836606016e+00,5.745109722197002888e+00,-2.645548895352492025e+01,-4.277777056193157179e+00,-1.200761343691187299e+01,9.339072799685216308e-01,1.312893674938374744e+01,4.272706336378689684e+00,-3.536625974685894569e+00,3.484812077070434100e+01,3.031739641886739278e+00,1.596242175191789237e+00,-8.650029583758952256e+00,-1.022753119175523695e+00,-3.085061072170822705e+00,1.469542879863777740e-01,3.945779846949711178e+00,1.341284624942565840e+00,2.497596822898308089e-01,1.149749542941908409e+01,9.545902582077316900e-01,4.647404596577878189e-01,-8.553171342153376600e+00,-1.013712949221291515e+00,-3.257513464657439517e+00,1.384212807930015332e-01,3.928472404949734820e+00,1.439617629027013068e+00,2.543549926215689094e-01,1.160004397153096178e+01,6.511842730344689079e-01,7.551353221779461000e-02
-3.291385978601373807e+01,-3.348474591119198429e+00,1.609021382184623405e+01,-1.804113157069868745e+00,2.156262184567662032e+01,-1.044391190935830238e+01,-6.935552408162333204e-01,5.438681055783506579e+00,-9.031140445952599016e-01,5.776258707657944136e+00,-1.037321749192418174e+01,-6.946878982494727461e-01,5.299996096625704034e+00,-9.765182668488979756e-01,5.774713816468215022e+00,-2.659573441960900908e+01,-4.270439374186300263e+00,-1.213254548583595316e+01,4.453935716029915892e-01,1.330097026317024955e+01,4.401923610631363282e+00,-3.467582813393608632e+00,3.523200593577816875e+01,2.946455814852591448e+00,1.167871019468939453e+00,-8.785868437268659292e+00,-1.037053509808239404e+00,-3.140443304406371094e+00,-3.845166669534956245e-03,4.150523156310004680e+00,1.415423247416445873e+00,1.776024343344449474e-01,1.128882335304871987e+01,1.084864364239730428e+00,3.608663901906107307e-01,-8.480651676078993617e+00,-9.400595511229578038e-01,-3.200005541419574051e+00,1.750220442879604488e-01,3.895671951490788931e+00,1.589296817538655038e+00,2.846597345305290072e-01,1.194811162424125150e+01,6.060102895643674215e-01,6.880671968126861326e-02
-3.261956835082559536e+01,-3.511579006808558834e+00,1.580647427609140365e+01,-1.591395961557265482e+00,2.165954189180627054e+01,-1.032365575076051734e+01,-6.451139864177660721e-01,5.349701478369251362e+00,-1.000636525278893130e+00,5.507708153675157092e+00,-1.015448736837809918e+01,-4.899923914780688339e-01,5.215402853234873071e+00,-1.128521833547677877e+00,5.395059097748737820e+00,-2.642386415884488926e+01,-4.208836784355201033e+00,-1.190810781645592442e+01,1.023869766423757044e+00,1.326953888441269136e+01,4.469538305702214664e+00,-3.410061157496323769e+00,3.467040735825396780e+01,2.286896029022561727e+00,8.388220926325329341e-01,-8.616713857440480240e+00,-1.013551423933173989e+00,-3.036587136078799709e+00,1.252324749465391074e-01,4.010269214532142357e+00,1.484249890490586976e+00,2.006575913770091701e-01,1.135676791553151688e+01,7.804000427773488680e-01,1.735128909086422755e-01,-8.500585622039546152e+00,-9.631719755520099513e-01,-3.132735920166071608e+00,1.202027175206644705e-01,3.795493757330994811e+00,1.442793082172602270e+00,4.528711286602418729e-01,1.186927720425579658e+01,5.877677419750175769e-01,1.043468669960834205e-01
-3.258639673554316118e+01,-3.011939739051628262e+00,1.579034326606900329e+01,-2.279321880793858224e+00,2.086836368448191337e+01,-1.034824159219515849e+01,-6.324742658214698166e-01,5.316728046926908924e+00,-1.127512255870939839e+00,5.434466972789530281e+00,-1.032390399783210277e+01,-5.631774287504349719e-01,5.395485194687744013e+00,-9.331696720388640287e-01,5.613960575342335169e+00,-2.657687194100059713e+01,-4.550453758934927428e+00,-1.203959717216915060e+01,5.821945466882924025e-01,1.301646972144570036e+01,4.663342186978538528e+00,-3.462304161592019813e+00,3.524606364937314851e+01,2.165891665953568523e+00,2.543704738965855694e-01,-8.628235482764189612e+00,-1.096104607570867362e+00,-3.112127893018706626e+00,1.816858027059535252e-01,3.862954665842924573e+00,1.534693738794706164e+00,3.078901488715743429e-01,1.173931551457768485e+01,7.044561360338280620e-01,1.622312664473037347e-01,-8.634713129214173222e+00,-9.869908283679816874e-01,-3.071019254605871662e+00,1.636801202429544744e-01,3.876597713588825656e+00,1.427897071359989223e+00,4.192768189940120349e-01,1.175998902694452397e+01,5.987878715895741388e-01,1.124481153873583550e-01
-3.288985941228272480e+01,-3.454699616404053764e+00,1.548885626170073060e+01,-2.791324325652202010e+00,2.090158703944771190e+01,-1.037437227865356704e+01,-6.861283491224107189e-01,5.189802884536996785e+00,-1.288482949461345672e+00,5.462685259083904121e+00,-1.024001954373568957e+01,-4.934587789771873179e-01,5.230165838997788974e+00,-1.144821406640458061e+00,5.446420057228631428e+00,-2.663348756494062641e+01,-4.331832917830838348e+00,-1.212309651830868162e+01,8.228756406981496685e-01,1.303526687474681367e+01,4.209334241707751723e+00,-3.253698842723554918e+00,3.570896272458519860e+01,2.462444858730064912e+00,1.156556309017249928e+00,-8.676709750028889445e+00,-9.884330629285263958e-01,-3.183488586521026509e+00,1.952566184194529930e-01,4.028612314645640069e+00,1.320570149834496387e+00,2.225318081054787067e-01,1.143971655000239807e+01,7.367252007305890027e-01,2.160007861769791260e-01,-8.612916624234630447e+00,-1.185873392107999802e+00,-3.181326033977344814e+00,-1.062605469605546089e-02,3.862965245124108993e+00,1.527370471429893906e+00,1.794272276636680041e-01,1.171432937630144977e+01,8.764749444945271195e-01,2.611433543285666126e-01
-3.342046238668250169e+01,-4.008910927815584557e+00,1.568839939837105035e+01,-2.037001233668162659e+00,2.228232054889266323e+01,-1.059760678729322514e+01,-9.299860513012644381e-01,5.303919155300174104e+00,-8.875959159265081055e-01,6.141235241213235163e+00,-1.041833003931645685e+01,-8.718949475260130422e-01,5.029499042911450779e+00,-1.247701699839525613e+00,5.740808307833018098e+00,-2.661450527020902967e+01,-4.711913980142256264e+00,-1.295410364431948835e+01,1.817619480190128645e+00,1.336217814688410499e+01,4.428735344592549694e+00,-4.233625228893798109e+00,3.480882762063694713e+01,3.227421335679020675e+00,2.237421679502382243e+00,-8.700547735096304081e+00,-1.110056505628625345e+00,-3.384008498009229982e+00,3.252466539862720052e-01,4.073041164552727800e+00,1.465459361787935455e+00,3.121683522149316242e-02,1.167521136635613921e+01,1.023695562825686745e+00,6.154910459618615493e-01,-8.653876260436746293e+00,-9.669579486795457646e-01,-3.302156858141730211e+00,2.014485605993633077e-01,4.026151355127884024e+00,1.216497869366108375e+00,1.201966298637725250e-01,1.146235464129428117e+01,9.359108950991632536e-01,5.241592233445389049e-01
-3.238632323689598280e+01,-2.423057492928983425e+00,1.582526440798192979e+01,-1.895636102500229736e+00,2.133917289928899663e+01,-1.036685134191650626e+01,-5.751110757685953256e-01,5.294954980507304398e+00,-1.051829038241434144e+00,5.611592832763444783e+00,-1.034882732182190068e+01,-5.833922644836243565e-01,5.256639826863872322e+00,-1.169668164944069444e+00,5.491656776463891276e+00,-2.651032024122673647e+01,-4.502941704636293174e+00,-1.250528683408455421e+01,1.179376574984176251e+00,1.302111422838118848e+01,4.311194254390045444e+00,-3.891072483967112028e+00,3.508443268693157790e+01,2.503199229108960644e+00,1.182434453925250928e+00,-8.639067548068840807e+00,-1.136532077160800736e+00,-3.245743900820581729e+00,1.507422401102832266e-01,3.859789722883160135e+00,1.454885748834422454e+00,1.225908085454262414e-01,1.168703088771843035e+01,8.115879604536619940e-01,2.754572965863330558e-01,-8.665067507074946107e+00,-1.004796620832646203e+00,-3.141475712478246862e+00,1.715276038836897610e-01,3.830934119224675527e+00,1.328295095979197482e+00,3.888945291357617795e-01,1.179441840679900011e+01,6.095666045447969417e-01,1.914648356672503660e-01
-3.260876421601784614e+01,-3.171903286769522268e+00,1.564148790994128291e+01,-2.572087292657306623e+00,2.059360345478214427e+01,-1.039980717855225123e+01,-6.674174827412125977e-01,5.317814383485315766e+00,-1.240288860294591844e+00,5.336740720748216482e+00,-1.043609891837700765e+01,-9.343226875568163559e-01,5.197313803603462290e+00,-1.168447180138736607e+00,5.532393816387867425e+00,-2.642722206159518805e+01,-4.032308849623043479e+00,-1.180110275061922920e+01,8.484812533502389398e-01,1.298802406970880874e+01,4.315766520427954056e+00,-3.146032986894372829e+00,3.503425759438582787e+01,2.586760439481592844e+00,9.593493019397382193e-01,-8.595612837182105892e+00,-1.024335044242277171e+00,-3.073047681713608092e+00,1.935011547798085596e-01,3.810375057380425812e+00,1.327876867631807789e+00,2.975025974267944129e-01,1.132198788670106282e+01,7.455120526229908062e-01,1.486797082959257776e-01,-8.541589853557837841e+00,-1.016643946985869240e+00,-3.111129106478281336e+00,1.530860332160172699e-01,3.814899034968442848e+00,1.372473855358952610e+00,3.385909539527554579e-01,1.167792136878725984e+01,7.656854234660770420e-01,3.453458177661329898e-01
-3.295564225694136695e+01,-3.061166389719517156e+00,1.563539724949960785e+01,-2.459835915192451150e+00,2.129037515135307146e+01,-1.052239914205268256e+01,-6.730305508705058948e-01,5.328824364677630321e+00,-1.113424851110200731e+00,5.690949699555623909e+00,-1.050912053405411761e+01,-7.090935636894557526e-01,5.195735760636532419e+00,-1.228376818289718564e+00,5.677138827406183808e+00,-2.702325085977060226e+01,-4.209315173670423071e+00,-1.212487077108564471e+01,7.035751249047454969e-01,1.310239302239977377e+01,4.417669252184674988e+00,-3.164050648453335501e+00,3.663313861044827036e+01,2.805382921597606050e+00,1.491757051114029897e+00,-8.840157068016294417e+00,-1.044354559650132686e+00,-3.227443487362914976e+00,9.926883764417146483e-02,3.975800350018968476e+00,1.431529407898209261e+00,3.678771261641105572e-01,1.199784794878337024e+01,8.316644576322093085e-01,3.368099023477879594e-01,-8.780081067368969983e+00,-9.883386854999598459e-01,-3.201758740607739462e+00,1.580462924640129441e-01,4.020985403714173678e+00,1.323416513215995405e+00,1.508789404409379420e-01,1.161178267267154673e+01,6.082793396671496433e-01,6.033286594189243152e-02
